stream,n,display,arabic,count,firstSurah,firstVerse
surface,4,فى ءايت الله بغير,فى ءايت الله بغير,2,40,35
surface,4,فى أرض الله ولا,فى أرض الله ولا,2,7,73
surface,4,فى أيمنكم ولكن يؤاخذكم,فى أيمنكم ولكن يؤاخذكم,2,2,225
surface,4,فى الءاخرة من الخسرين,فى الءاخرة من الخسرين,2,3,85
surface,4,فى الءاخرة من خلق,فى الءاخرة من خلق,2,2,102
surface,4,فى الءاخرة هم الأخسرون,فى الءاخرة هم الأخسرون,2,11,22
surface,4,فى الأرض إلا من,فى الأرض إلا من,2,27,87
surface,4,فى الأرض بعد إصلحها,فى الأرض بعد إصلحها,2,7,56
surface,4,فى الأرض جميعا ثم,فى الأرض جميعا ثم,2,2,29
surface,4,فى الأرض مستقر ومتع,فى الأرض مستقر ومتع,2,2,36
surface,4,فى الأرض وإليه تحشرون,فى الأرض وإليه تحشرون,2,23,79
surface,4,فى الأرض وكان الله,فى الأرض وكان الله,2,4,126
surface,4,فى الأرض وكفى بالله,فى الأرض وكفى بالله,2,4,132
surface,4,فى الأرض ولا يصلحون,فى الأرض ولا يصلحون,2,26,152
surface,4,فى الأرض وما يخرج,فى الأرض وما يخرج,2,34,2
surface,4,فى الأرض وهو العزيز,فى الأرض وهو العزيز,2,59,1
surface,4,فى الأنعم لعبرة نسقيكم,فى الأنعم لعبرة نسقيكم,2,16,66
surface,4,فى الحيوة الدنيا ويوم,فى الحيوة الدنيا ويوم,2,2,85
surface,4,فى الدنيا خزى ولهم,فى الدنيا خزى ولهم,2,2,114
surface,4,فى الدنيا وإنه فى,فى الدنيا وإنه فى,2,2,130
surface,4,فى الدنيا والءاخرة وأولئك,فى الدنيا والءاخرة وأولئك,2,2,217
surface,4,فى الدنيا ولهم فى,فى الدنيا ولهم فى,2,5,33
surface,4,فى الذين خلوا من,فى الذين خلوا من,2,33,38
surface,4,فى الذين ظلموا إنهم,فى الذين ظلموا إنهم,2,11,37
surface,4,فى السموت والأرض طوعا,فى السموت والأرض طوعا,2,3,83
surface,4,فى السموت والأرض لءايت,فى السموت والأرض لءايت,2,10,6
surface,4,فى السموت والأرض ويعلم,فى السموت والأرض ويعلم,2,27,25
surface,4,فى الله من بعد,فى الله من بعد,2,16,41
surface,4,فى اليل وسخر الشمس,فى اليل وسخر الشمس,2,31,29
surface,4,فى جهنم مثوى للكفرين,فى جهنم مثوى للكفرين,2,29,68
surface,4,فى جيبك تخرج بيضاء,فى جيبك تخرج بيضاء,2,27,12
surface,4,فى ذلك لءاية لكم,فى ذلك لءاية لكم,2,2,248
surface,4,فى ذلك لءاية للمؤمنين,فى ذلك لءاية للمؤمنين,2,15,77
surface,4,فى ذلك لءايت لأولى,فى ذلك لءايت لأولى,2,20,54
surface,4,فى ذلك لعبرة لأولى,فى ذلك لعبرة لأولى,2,3,13
surface,4,فى سبيل الله أو,فى سبيل الله أو,2,3,157
surface,4,فى سبيل الله أولئك,فى سبيل الله أولئك,2,2,218
surface,4,فى سبيل الله الذين,فى سبيل الله الذين,2,2,190
surface,4,فى سبيل الله بأمولهم,فى سبيل الله بأمولهم,2,4,95
surface,4,فى سبيل الله ثم,فى سبيل الله ثم,2,2,262
surface,4,فى صدورهم من غل,فى صدورهم من غل,2,7,43
surface,4,فى ضيق مما يمكرون,فى ضيق مما يمكرون,2,16,127
surface,4,فى ظلمت البر والبحر,فى ظلمت البر والبحر,2,6,97
surface,4,فى غفلة من هذا,فى غفلة من هذا,2,21,97
surface,4,فى قرية من نذير,فى قرية من نذير,2,34,34
surface,4,فى قلوب الذين كفروا,فى قلوب الذين كفروا,2,3,151
surface,4,فى كتب إن ذلك,فى كتب إن ذلك,2,22,70
surface,4,فى مسكنهم إن فى,فى مسكنهم إن فى,2,20,128
surface,4,فى هذه الدنيا لعنة,فى هذه الدنيا لعنة,2,11,60
surface,4,فى يوم كان مقداره,فى يوم كان مقداره,2,32,5
surface,4,فيقول أين شركاءى الذين,فيقول أين شركاءى الذين,2,28,62
surface,4,فيما كنتم فيه تختلفون,فيما كنتم فيه تختلفون,2,3,55
surface,4,فينبئكم بما كنتم فيه,فينبئكم بما كنتم فيه,2,5,48
surface,4,فيها أبدا ذلك الفوز,فيها أبدا ذلك الفوز,2,9,100
surface,4,فيها أبدا رضى الله,فيها أبدا رضى الله,2,5,119
surface,4,فيها روسى وأنبتنا فيها,فيها روسى وأنبتنا فيها,2,15,19
surface,4,فيها فبئس مثوى المتكبرين,فيها فبئس مثوى المتكبرين,2,39,72
surface,4,فيها لا يخفف عنهم,فيها لا يخفف عنهم,2,2,162
surface,4,فيها ما دامت السموت,فيها ما دامت السموت,2,11,107
surface,4,فيها من كل الثمرت,فيها من كل الثمرت,2,2,266
surface,4,فيها من كل دابة,فيها من كل دابة,2,2,164
surface,4,فيها من كل زوجين,فيها من كل زوجين,2,11,40
surface,4,فيه من رب العلمين,فيه من رب العلمين,2,10,37
surface,4,فيه من روحى فقعوا,فيه من روحى فقعوا,2,15,29
surface,4,فيه ولتبتغوا من فضله,فيه ولتبتغوا من فضله,2,16,14
surface,4,فيه ولولا كلمة سبقت,فيه ولولا كلمة سبقت,2,11,110
surface,4,قال ءامنتم له قبل,قال ءامنتم له قبل,2,20,71
surface,4,قال ءايتك ألا تكلم,قال ءايتك ألا تكلم,2,3,41
surface,4,قال ألم أقل لكم,قال ألم أقل لكم,2,2,33
surface,4,قال أنا خير منه,قال أنا خير منه,2,7,12
surface,4,قال إنما أوتيته على,قال إنما أوتيته على,2,28,78
surface,4,قال الحواريون نحن أنصار,قال الحواريون نحن أنصار,2,3,52
surface,4,قال الذين استكبروا إنا,قال الذين استكبروا إنا,2,7,76
surface,4,قال الذين كفروا للذين,قال الذين كفروا للذين,2,19,73
surface,4,قال الله يعيسى ابن,قال الله يعيسى ابن,2,5,110
surface,4,قال الملأ الذين استكبروا,قال الملأ الذين استكبروا,2,7,75
surface,4,قال بل سولت لكم,قال بل سولت لكم,2,12,18
surface,4,قالت الملئكة يمريم إن,قالت الملئكة يمريم إن,2,3,42
surface,4,قال رب أنى يكون,قال رب أنى يكون,2,3,40
surface,4,قال رب اجعل لى,قال رب اجعل لى,2,3,41
surface,4,قال رب اغفر لى,قال رب اغفر لى,2,7,151
surface,4,قال رب انصرنى بما,قال رب انصرنى بما,2,23,26
surface,4,قال رب فأنظرنى إلى,قال رب فأنظرنى إلى,2,15,36
surface,4,قال ربك هو على,قال ربك هو على,2,19,9
surface,4,قال فإنك من المنظرين,قال فإنك من المنظرين,2,15,37
surface,4,قال فاخرج منها فإنك,قال فاخرج منها فإنك,2,15,34
surface,4,قال فذوقوا العذاب بما,قال فذوقوا العذاب بما,2,6,30
surface,4,قال فما خطبكم أيها,قال فما خطبكم أيها,2,15,57
surface,4,قال كذلك قال ربك,قال كذلك قال ربك,2,19,9
surface,4,قال لأبيه وقومه ما,قال لأبيه وقومه ما,2,21,52
surface,4,قال لقومه أتأتون الفحشة,قال لقومه أتأتون الفحشة,2,7,80
surface,4,قال لهم موسى ألقوا,قال لهم موسى ألقوا,2,10,80
surface,4,قال هذا ربى فلما,قال هذا ربى فلما,2,6,76
surface,4,قالوا ءامنا برب العلمين,قالوا ءامنا برب العلمين,2,7,121
surface,4,قالوا ءامنا وإذا خلوا,قالوا ءامنا وإذا خلوا,2,2,14
surface,4,قالوا إنا أرسلنا إلى,قالوا إنا أرسلنا إلى,2,15,58
surface,4,قالوا إن الله هو,قالوا إن الله هو,2,5,17
surface,4,قالوا إنما أنت من,قالوا إنما أنت من,2,26,153
surface,4,قالوا اتخذ الله ولدا,قالوا اتخذ الله ولدا,2,10,68
surface,4,قالوا بل نتبع ما,قالوا بل نتبع ما,2,2,170
surface,4,قالوا بلى وربنا قال,قالوا بلى وربنا قال,2,6,30
surface,4,قالوا ربنا الله ثم,قالوا ربنا الله ثم,2,41,30
surface,4,قالوا لئن لم تنته,قالوا لئن لم تنته,2,26,116
surface,4,قالوا لبثنا يوما أو,قالوا لبثنا يوما أو,2,18,19
surface,4,قالوا ما هذا إلا,قالوا ما هذا إلا,2,28,36
surface,4,قالوا هذا سحر مبين,قالوا هذا سحر مبين,2,27,13
surface,4,قالوا يموسى إما أن,قالوا يموسى إما أن,2,7,115
surface,4,قالوا يويلنا إنا كنا,قالوا يويلنا إنا كنا,2,21,14
surface,4,قال يقوم ليس بى,قال يقوم ليس بى,2,7,61
surface,4,قبل أن يأتيكم العذاب,قبل أن يأتيكم العذاب,2,39,54
surface,4,قبل إن هذا إلا,قبل إن هذا إلا,2,23,83
surface,4,قبل طلوع الشمس وقبل,قبل طلوع الشمس وقبل,2,20,130
surface,4,قبلك فحاق بالذين سخروا,قبلك فحاق بالذين سخروا,2,6,10
surface,4,قبل لفى ضلل مبين,قبل لفى ضلل مبين,2,3,164
surface,4,قبله كتب موسى إماما,قبله كتب موسى إماما,2,11,17
surface,4,قبلهم من الجن والإنس,قبلهم من الجن والإنس,2,41,25
surface,4,قبلهم من القرون يمشون,قبلهم من القرون يمشون,2,20,128
surface,4,قبلهم من قرن هم,قبلهم من قرن هم,2,19,74
surface,4,قبل ولن تجد لسنة,قبل ولن تجد لسنة,2,33,62
surface,4,قتلهم الله أنى يؤفكون,قتلهم الله أنى يؤفكون,2,9,30
surface,4,قد بينا لكم الءايت,قد بينا لكم الءايت,2,3,118
surface,4,قد جاءتكم بينة من,قد جاءتكم بينة من,2,7,73
surface,4,قد جاءكم رسولنا يبين,قد جاءكم رسولنا يبين,2,5,15
surface,4,قد خسر الذين كذبوا,قد خسر الذين كذبوا,2,6,31
surface,4,قد خلت لها ما,قد خلت لها ما,2,2,134
surface,4,قد خلت من قبلكم,قد خلت من قبلكم,2,3,137
surface,4,قد خلت من قبله,قد خلت من قبله,2,3,144
surface,4,قد خلت من قبلهم,قد خلت من قبلهم,2,41,25
surface,4,قد علم كل أناس,قد علم كل أناس,2,2,60
surface,4,قدمت أيديكم وأن الله,قدمت أيديكم وأن الله,2,3,182
surface,4,قدمت أيديهم والله عليم,قدمت أيديهم والله عليم,2,2,95
surface,4,قرءنا عربيا لعلكم تعقلون,قرءنا عربيا لعلكم تعقلون,2,12,2
surface,4,قرضا حسنا فيضعفه له,قرضا حسنا فيضعفه له,2,2,245
surface,4,قرية من نذير إلا,قرية من نذير إلا,2,34,34
surface,4,قريتكم إنهم أناس يتطهرون,قريتكم إنهم أناس يتطهرون,2,7,82
surface,4,قل ءالذكرين حرم أم,قل ءالذكرين حرم أم,2,6,143
surface,4,قل أرءيتكم إن أتىكم,قل أرءيتكم إن أتىكم,2,6,40
surface,4,قل أرءيتم إن جعل,قل أرءيتم إن جعل,2,28,71
surface,4,قل أرءيتم إن كان,قل أرءيتم إن كان,2,41,52
surface,4,قل إن ربى يبسط,قل إن ربى يبسط,2,34,36
surface,4,قل إنما أنا بشر,قل إنما أنا بشر,2,18,110
surface,4,قل إنما الءايت عند,قل إنما الءايت عند,2,6,109
surface,4,قل إن هدى الله,قل إن هدى الله,2,2,120
surface,4,قل إنى أخاف إن,قل إنى أخاف إن,2,6,15
surface,4,قل إنى أمرت أن,قل إنى أمرت أن,2,6,14
surface,4,قل إنى نهيت أن,قل إنى نهيت أن,2,6,56
surface,4,قل ادعوا الذين زعمتم,قل ادعوا الذين زعمتم,2,17,56
surface,4,قل الحمد لله بل,قل الحمد لله بل,2,29,63
surface,4,قل عسى أن يكون,قل عسى أن يكون,2,17,51
surface,4,قل كفى بالله شهيدا,قل كفى بالله شهيدا,2,13,43
surface,4,قل لا أسلكم عليه,قل لا أسلكم عليه,2,6,90
surface,4,قل لا أملك لنفسى,قل لا أملك لنفسى,2,7,188
surface,4,قل ما أسلكم عليه,قل ما أسلكم عليه,2,25,57
surface,4,قل من رب السموت,قل من رب السموت,2,13,16
surface,4,قل من يرزقكم من,قل من يرزقكم من,2,10,31
surface,4,قل هاتوا برهنكم إن,قل هاتوا برهنكم إن,2,2,111
surface,4,قل هل من شركائكم,قل هل من شركائكم,2,10,34
surface,4,قل هل يستوى الأعمى,قل هل يستوى الأعمى,2,6,50
surface,4,قلوب الذين كفروا الرعب,قلوب الذين كفروا الرعب,2,3,151
surface,4,قلوبهم فهم لا يفقهون,قلوبهم فهم لا يفقهون,2,9,87
surface,4,قل يأهل الكتب لم,قل يأهل الكتب لم,2,3,98
surface,4,قل يقوم اعملوا على,قل يقوم اعملوا على,2,6,135
surface,4,قميصه قد من دبر,قميصه قد من دبر,2,12,27
surface,4,قوة وءاثارا فى الأرض,قوة وءاثارا فى الأرض,2,40,21
surface,4,قولا غير الذى قيل,قولا غير الذى قيل,2,2,59
surface,4,قوما غضب الله عليهم,قوما غضب الله عليهم,2,58,14
surface,4,قوما ما أتىهم من,قوما ما أتىهم من,2,28,46
surface,4,قومه إنا لنرىك فى,قومه إنا لنرىك فى,2,7,60
surface,4,قومه غضبن أسفا قال,قومه غضبن أسفا قال,2,7,150
surface,4,قومه فقال يقوم اعبدوا,قومه فقال يقوم اعبدوا,2,7,59
surface,4,قيل لهم اتبعوا ما,قيل لهم اتبعوا ما,2,2,170
surface,4,قيل لهم تعالوا إلى,قيل لهم تعالوا إلى,2,4,61
surface,4,كأنها جان ولى مدبرا,كأنها جان ولى مدبرا,2,27,10
surface,4,كاشف له إلا هو,كاشف له إلا هو,2,6,17
surface,4,كالأنعم بل هم أضل,كالأنعم بل هم أضل,2,7,179
surface,4,كان بعباده خبيرا بصيرا,كان بعباده خبيرا بصيرا,2,17,30
surface,4,كان بكل شىء عليما,كان بكل شىء عليما,2,4,32
surface,4,كانت إلا صيحة وحدة,كانت إلا صيحة وحدة,2,36,29
surface,4,كانت تأتيهم رسلهم بالبينت,كانت تأتيهم رسلهم بالبينت,2,40,22
surface,4,كان ذلك فى الكتب,كان ذلك فى الكتب,2,17,58
surface,4,كان على بينة من,كان على بينة من,2,11,17
surface,4,كان قميصه قد من,كان قميصه قد من,2,12,26
surface,4,كان لرسول أن يأتى,كان لرسول أن يأتى,2,13,38
surface,4,كان من عند الله,كان من عند الله,2,41,52
surface,4,كان منكم مريضا أو,كان منكم مريضا أو,2,2,184
surface,4,كانوا ليؤمنوا بما كذبوا,كانوا ليؤمنوا بما كذبوا,2,7,101
surface,4,كانوا من قبل لفى,كانوا من قبل لفى,2,3,164
surface,4,كانوا يكفرون بايت الله,كانوا يكفرون بايت الله,2,2,61
surface,4,كان يرجوا الله واليوم,كان يرجوا الله واليوم,2,33,21
surface,4,كبر مقتا عند الله,كبر مقتا عند الله,2,40,35
surface,4,كتب إن ذلك على,كتب إن ذلك على,2,22,70
surface,4,كتب موسى إماما ورحمة,كتب موسى إماما ورحمة,2,11,17
surface,4,كثيرا منهم ما أنزل,كثيرا منهم ما أنزل,2,5,64
surface,4,كذب بايته إنه لا,كذب بايته إنه لا,2,6,21
surface,4,كذبت رسل من قبلك,كذبت رسل من قبلك,2,6,34
surface,4,كذبوا بالحق لما جاءهم,كذبوا بالحق لما جاءهم,2,6,5
surface,4,كذبوا بايتنا إنهم كانوا,كذبوا بايتنا إنهم كانوا,2,7,64
surface,4,كذبوا بايتنا واستكبروا عنها,كذبوا بايتنا واستكبروا عنها,2,7,36
surface,4,كذبوا بايتنا وكانوا عنها,كذبوا بايتنا وكانوا عنها,2,7,136
surface,4,كذلك فعل الذين من,كذلك فعل الذين من,2,16,33
surface,4,كذلك قال ربك هو,كذلك قال ربك هو,2,19,9
surface,4,كذلك كذب الذين من,كذلك كذب الذين من,2,6,148
surface,4,كذلك نجزى القوم المجرمين,كذلك نجزى القوم المجرمين,2,10,13
surface,4,كذلك يضل الله من,كذلك يضل الله من,2,40,34
surface,4,كسبتم ولا تسلون عما,كسبتم ولا تسلون عما,2,2,134
surface,4,كسبت ولكم ما كسبتم,كسبت ولكم ما كسبتم,2,2,134
surface,4,كسفا من السماء إن,كسفا من السماء إن,2,26,187
surface,4,كفر فإن الله غنى,كفر فإن الله غنى,2,3,97
surface,4,كفروا ربهم ألا بعدا,كفروا ربهم ألا بعدا,2,11,60
surface,4,كفروا للحق لما جاءهم,كفروا للحق لما جاءهم,2,34,43
surface,4,كفروا لن تغنى عنهم,كفروا لن تغنى عنهم,2,3,10
surface,4,كفروا لولا أنزل عليه,كفروا لولا أنزل عليه,2,13,7
surface,4,كفروا من قومه ما,كفروا من قومه ما,2,11,27
surface,4,كفروا منهم عذاب أليم,كفروا منهم عذاب أليم,2,5,73
surface,4,كفروا وماتوا وهم كفار,كفروا وماتوا وهم كفار,2,2,161
surface,4,كفى بالله شهيدا بينى,كفى بالله شهيدا بينى,2,13,43
surface,4,كل ءاية لا يؤمنوا,كل ءاية لا يؤمنوا,2,6,25
surface,4,كل امرئ منهم أن,كل امرئ منهم أن,2,70,38
surface,4,كل حزب بما لديهم,كل حزب بما لديهم,2,23,53
surface,4,كل زوجين اثنين وأهلك,كل زوجين اثنين وأهلك,2,11,40
surface,4,كلما أرادوا أن يخرجوا,كلما أرادوا أن يخرجوا,2,22,22
surface,4,كلمت ربك على الذين,كلمت ربك على الذين,2,10,33
surface,4,كله ولو كره المشركون,كله ولو كره المشركون,2,9,33
surface,4,كم أهلكنا قبلهم من,كم أهلكنا قبلهم من,2,20,128
surface,4,كماء أنزلنه من السماء,كماء أنزلنه من السماء,2,10,24
surface,4,كما خلقنكم أول مرة,كما خلقنكم أول مرة,2,6,94
surface,4,كنا عظما ورفتا أءنا,كنا عظما ورفتا أءنا,2,17,49
surface,4,كنا لكم تبعا فهل,كنا لكم تبعا فهل,2,14,21
surface,4,كنتم تؤمنون بالله واليوم,كنتم تؤمنون بالله واليوم,2,4,59
surface,4,كنتم فولوا وجوهكم شطره,كنتم فولوا وجوهكم شطره,2,2,144
surface,4,كنتم مرضى أو على,كنتم مرضى أو على,2,4,43
surface,4,كى تقر عينها ولا,كى تقر عينها ولا,2,20,40
surface,4,كيف كان عقبة الظلمين,كيف كان عقبة الظلمين,2,10,39
surface,4,كيف كان عقبة المجرمين,كيف كان عقبة المجرمين,2,7,84
surface,4,كيف كان عقبة المنذرين,كيف كان عقبة المنذرين,2,10,73
surface,4,لءاية لكم إن كنتم,لءاية لكم إن كنتم,2,2,248
surface,4,لأجرا إن كنا نحن,لأجرا إن كنا نحن,2,7,113
surface,4,لأقطعن أيديكم وأرجلكم من,لأقطعن أيديكم وأرجلكم من,2,7,124
surface,4,لأملأن جهنم من الجنة,لأملأن جهنم من الجنة,2,11,119
surface,4,لأنفسكم من خير تجدوه,لأنفسكم من خير تجدوه,2,2,110
surface,4,لأهله امكثوا إنى ءانست,لأهله امكثوا إنى ءانست,2,20,10
surface,4,لا إله إلا الله,لا إله إلا الله,2,37,35
surface,4,لا بيع فيه ولا,لا بيع فيه ولا,2,2,254
surface,4,لا تجزى نفس عن,لا تجزى نفس عن,2,2,48
surface,4,لا تسمع الموتى ولا,لا تسمع الموتى ولا,2,27,80
surface,4,لا تغلوا فى دينكم,لا تغلوا فى دينكم,2,4,171
surface,4,لا تكون فتنة ويكون,لا تكون فتنة ويكون,2,2,193
surface,4,لا جرم أنهم فى,لا جرم أنهم فى,2,11,22
surface,4,لا ريب فيه من,لا ريب فيه من,2,10,37
surface,4,لا مرد له من,لا مرد له من,2,30,43
surface,4,لا نكلف نفسا إلا,لا نكلف نفسا إلا,2,6,152
surface,4,لا يؤاخذكم الله باللغو,لا يؤاخذكم الله باللغو,2,2,225
surface,4,لا يؤمنون بايت الله,لا يؤمنون بايت الله,2,16,104
surface,4,لا يجدون وليا ولا,لا يجدون وليا ولا,2,33,65
surface,4,لا يحب كل مختال,لا يحب كل مختال,2,31,18
surface,4,لا يحب من كان,لا يحب من كان,2,4,36
surface,4,لا يخفف عنهم العذاب,لا يخفف عنهم العذاب,2,2,162
surface,4,لا يخلقون شيا وهم,لا يخلقون شيا وهم,2,16,20
surface,4,لا يستكبرون عن عبادته,لا يستكبرون عن عبادته,2,7,206
surface,4,لا يغفر أن يشرك,لا يغفر أن يشرك,2,4,48
surface,4,لا يغنى من الحق,لا يغنى من الحق,2,10,36
surface,4,لا يقدر على شىء,لا يقدر على شىء,2,16,75
surface,4,لا يكلف الله نفسا,لا يكلف الله نفسا,2,2,286
surface,4,لا يموت فيها ولا,لا يموت فيها ولا,2,20,74
surface,4,لا يهدى من هو,لا يهدى من هو,2,39,3
surface,4,لبثنا يوما أو بعض,لبثنا يوما أو بعض,2,18,19
surface,4,لبعض عدو ولكم فى,لبعض عدو ولكم فى,2,2,36
surface,4,لتأتون الرجال شهوة من,لتأتون الرجال شهوة من,2,7,81
surface,4,لتسكنوا فيه والنهار مبصرا,لتسكنوا فيه والنهار مبصرا,2,10,67
surface,4,لتنذر قوما ما أتىهم,لتنذر قوما ما أتىهم,2,28,46
surface,4,لجعلكم أمة وحدة ولكن,لجعلكم أمة وحدة ولكن,2,5,48
surface,4,لرسول أن يأتى باية,لرسول أن يأتى باية,2,13,38
surface,4,لعبرة نسقيكم مما فى,لعبرة نسقيكم مما فى,2,16,66
surface,4,لعنة الله على الظلمين,لعنة الله على الظلمين,2,7,44
surface,4,لعنة الله والملئكة والناس,لعنة الله والملئكة والناس,2,2,161
surface,4,لغير الله به فمن,لغير الله به فمن,2,6,145
surface,4,لقاء يومكم هذا قالوا,لقاء يومكم هذا قالوا,2,6,130
surface,4,لقد خلقنا الإنسن فى,لقد خلقنا الإنسن فى,2,90,4
surface,4,لقضى بينهم وإنهم لفى,لقضى بينهم وإنهم لفى,2,11,110
surface,4,لقوا الذين ءامنوا قالوا,لقوا الذين ءامنوا قالوا,2,2,14
surface,4,لك به علم فلا,لك به علم فلا,2,29,8
surface,4,لكبيركم الذى علمكم السحر,لكبيركم الذى علمكم السحر,2,20,71
surface,4,لكل شىء وهدى ورحمة,لكل شىء وهدى ورحمة,2,6,154
surface,4,لكم ءاية فذروها تأكل,لكم ءاية فذروها تأكل,2,7,73
surface,4,لكم أنفسكم أمرا فصبر,لكم أنفسكم أمرا فصبر,2,12,18
surface,4,لكم إنه لكبيركم الذى,لكم إنه لكبيركم الذى,2,20,71
surface,4,لكم الءايت لعلكم تتفكرون,لكم الءايت لعلكم تتفكرون,2,2,219
surface,4,لكم الءايت لعلكم تعقلون,لكم الءايت لعلكم تعقلون,2,24,61
surface,4,لكم الءايت والله عليم,لكم الءايت والله عليم,2,24,18
surface,4,لكم اليل لتسكنوا فيه,لكم اليل لتسكنوا فيه,2,10,67
surface,4,لكم تبعا فهل أنتم,لكم تبعا فهل أنتم,2,14,21
surface,4,لكم علينا من فضل,لكم علينا من فضل,2,7,39
surface,4,لكم عندى خزائن الله,لكم عندى خزائن الله,2,6,50
surface,4,لكم فى الأنعم لعبرة,لكم فى الأنعم لعبرة,2,16,66
surface,4,لكم ما فى الأرض,لكم ما فى الأرض,2,2,29
surface,4,لكم ما فى السموت,لكم ما فى السموت,2,31,20
surface,4,لكم من ذنوبكم ويؤخركم,لكم من ذنوبكم ويؤخركم,2,14,10
surface,4,لكم منه نذير مبين,لكم منه نذير مبين,2,51,50
surface,4,لكن الذين اتقوا ربهم,لكن الذين اتقوا ربهم,2,3,198
surface,4,للذين أحسنوا فى هذه,للذين أحسنوا فى هذه,2,16,30
surface,4,للذين استكبروا إنا كنا,للذين استكبروا إنا كنا,2,14,21
surface,4,للذين ظلموا ذوقوا عذاب,للذين ظلموا ذوقوا عذاب,2,10,52
surface,4,للذين يتقون أفلا تعقلون,للذين يتقون أفلا تعقلون,2,6,32
surface,4,للملئكة إنى خلق بشرا,للملئكة إنى خلق بشرا,2,15,28
surface,4,لله ملك السموت والأرض,لله ملك السموت والأرض,2,5,120
surface,4,لما بين يدى من,لما بين يدى من,2,3,50
surface,4,لم تكفرون بايت الله,لم تكفرون بايت الله,2,3,70
surface,4,لم تنذرهم لا يؤمنون,لم تنذرهم لا يؤمنون,2,2,6
surface,4,لمستم النساء فلم تجدوا,لمستم النساء فلم تجدوا,2,4,43
surface,4,لمن شاء منكم أن,لمن شاء منكم أن,2,74,37
surface,4,لمن كان يرجوا الله,لمن كان يرجوا الله,2,33,21
surface,4,لمن يشاء ومن يشرك,لمن يشاء ومن يشرك,2,4,48
surface,4,لمن يشاء ويقدر إن,لمن يشاء ويقدر إن,2,30,37
surface,4,لمن يشاء ويقدر إنه,لمن يشاء ويقدر إنه,2,17,30
surface,4,لم يجد فصيام ثلثة,لم يجد فصيام ثلثة,2,2,196
surface,4,لم يجد فصيام شهرين,لم يجد فصيام شهرين,2,4,92
surface,4,لم يطمثهن إنس قبلهم,لم يطمثهن إنس قبلهم,2,55,56
surface,4,لم يغنوا فيها ألا,لم يغنوا فيها ألا,2,11,68
surface,4,لم يكن الله ليغفر,لم يكن الله ليغفر,2,4,137
surface,4,لم يلبثوا إلا ساعة,لم يلبثوا إلا ساعة,2,10,45
surface,4,لنا أعملنا ولكم أعملكم,لنا أعملنا ولكم أعملكم,2,28,55
surface,4,لنا ربك بما عهد,لنا ربك بما عهد,2,7,134
surface,4,لنا لأجرا إن كنا,لنا لأجرا إن كنا,2,7,113
surface,4,لنا وارحمنا وأنت خير,لنا وارحمنا وأنت خير,2,7,155
surface,4,لن تمسنا النار إلا,لن تمسنا النار إلا,2,2,80
surface,4,لنفسه ومن ضل فإنما,لنفسه ومن ضل فإنما,2,10,108
surface,4,لنفسه ومن كفر فإن,لنفسه ومن كفر فإن,2,27,40
surface,4,لن نؤمن لك حتى,لن نؤمن لك حتى,2,2,55
surface,4,له إلا هو وإن,له إلا هو وإن,2,6,17
surface,4,له الدين فلما نجىهم,له الدين فلما نجىهم,2,29,65
surface,4,لها ما كسبت ولكم,لها ما كسبت ولكم,2,2,134
surface,4,لها من دون الله,لها من دون الله,2,6,70
surface,4,له شريك فى الملك,له شريك فى الملك,2,17,111
surface,4,له عقبة الدار إنه,له عقبة الدار إنه,2,6,135
surface,4,له عندنا لزلفى وحسن,له عندنا لزلفى وحسن,2,38,25
surface,4,له قبل أن ءاذن,له قبل أن ءاذن,2,20,71
surface,4,لهم أجر غير ممنون,لهم أجر غير ممنون,2,41,8
surface,4,لهم أين ما كنتم,لهم أين ما كنتم,2,26,92
surface,4,لهم إن كيدى متين,لهم إن كيدى متين,2,7,183
surface,4,لهم اتبعوا ما أنزل,لهم اتبعوا ما أنزل,2,2,170
surface,4,لهما سوءتهما وطفقا يخصفان,لهما سوءتهما وطفقا يخصفان,2,7,22
surface,4,لهم الشيطن أعملهم فصدهم,لهم الشيطن أعملهم فصدهم,2,27,24
surface,4,لهم بذلك من علم,لهم بذلك من علم,2,43,20
surface,4,لهم تعالوا إلى ما,لهم تعالوا إلى ما,2,4,61
surface,4,لهم شراب من حميم,لهم شراب من حميم,2,6,70
surface,4,لهم شرك فى السموت,لهم شرك فى السموت,2,35,40
surface,4,لهم عذاب من رجز,لهم عذاب من رجز,2,34,5
surface,4,لهم فى الدنيا خزى,لهم فى الدنيا خزى,2,2,114
surface,4,لهم فيها ما يشاءون,لهم فيها ما يشاءون,2,16,31
surface,4,له مقاليد السموت والأرض,له مقاليد السموت والأرض,2,39,63
surface,4,لهم كونوا قردة خسين,لهم كونوا قردة خسين,2,2,65
surface,4,لهم ما فى الأرض,لهم ما فى الأرض,2,5,36
surface,4,لهم ما يشاءون عند,لهم ما يشاءون عند,2,39,34
surface,4,لهم مغفرة وأجر عظيم,لهم مغفرة وأجر عظيم,2,5,9
surface,4,لهم من دونه من,لهم من دونه من,2,13,11
surface,4,لهم موسى ألقوا ما,لهم موسى ألقوا ما,2,10,80
surface,4,له من فى السموت,له من فى السموت,2,22,18
surface,4,لو أن لهم ما,لو أن لهم ما,2,5,36
surface,4,لوطا سىء بهم وضاق,لوطا سىء بهم وضاق,2,11,77
surface,4,لولا أرسلت إلينا رسولا,لولا أرسلت إلينا رسولا,2,20,134
